question,answer
"What was the average household expenditure on Transfer taxes and land registration fees for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on All other expenses related to owned living quarters (excluding repairs and maintenance) for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Water, fuel and electricity for principal accommodation for Population centre 30,000 to 99,999 in 2021?",$2816.0
"What was the average household expenditure on Water and sewage for principal accommodation for Population centre 30,000 to 99,999 in 2021?",$451.0
"What was the average household expenditure on Electricity for principal accommodation for Population centre 30,000 to 99,999 in 2021?",$1571.0
"What was the average household expenditure on Natural gas for principal accommodation for Population centre 30,000 to 99,999 in 2021?",$493.0
"What was the average household expenditure on Other fuel for principal accommodation for Population centre 30,000 to 99,999 in 2021?",$301.0
"What was the average household expenditure on Other accommodation for Population centre 30,000 to 99,999 in 2021?",$1363.0
"What was the average household expenditure on Owned secondary residences for Population centre 30,000 to 99,999 in 2021?",$603.0
"What was the average household expenditure on Mortgage paid for owned secondary residences for Population centre 30,000 to 99,999 in 2021?",$148.0
"What was the average household expenditure on Property and school taxes, water and sewage charges for owned secondary residences for Population centre 30,000 to 99,999 in 2021?",$108.0
"What was the average household expenditure on Insurance premiums for owned secondary residences for Population centre 30,000 to 99,999 in 2021?",$69.0
"What was the average household expenditure on Electricity and fuel (e.g. natural gas and wood) for owned secondary residences for Population centre 30,000 to 99,999 in 2021?",$74.0
"What was the average household expenditure on Communication and home security services (e.g. landline telephone, television, satellite radio and Internet) for owned secondary residences for Population centre 30,000 to 99,999 in 2021?",$29.0
"What was the average household expenditure on Other expenses for owned secondary residences for Population centre 30,000 to 99,999 in 2021?",$175.0
"What was the average household expenditure on Other owned properties for Population centre 30,000 to 99,999 in 2021?",$409.0
"What was the average household expenditure on Accommodation away from home for Population centre 30,000 to 99,999 in 2021?",$351.0
"What was the average household expenditure on Hotels and motels for Population centre 30,000 to 99,999 in 2021?",$187.0
"What was the average household expenditure on Other accommodation away from home for Population centre 30,000 to 99,999 in 2021?",$163.0
"What was the average household expenditure on Household operations for Population centre 30,000 to 99,999 in 2021?",$5445.0
"What was the average household expenditure on Communications for Population centre 30,000 to 99,999 in 2021?",$2745.0
"What was the average household expenditure on Telephone for Population centre 30,000 to 99,999 in 2021?",$1598.0
"What was the average household expenditure on Landline telephone services for Population centre 30,000 to 99,999 in 2021?",$249.0
"What was the average household expenditure on Cell phone and pager services for Population centre 30,000 to 99,999 in 2021?",$1147.0
"What was the average household expenditure on Purchase of telephones and equipment for Population centre 30,000 to 99,999 in 2021?",$202.0
"What was the average household expenditure on Internet access services for Population centre 30,000 to 99,999 in 2021?",$871.0
"What was the average household expenditure on Digital services for Population centre 30,000 to 99,999 in 2021?",$140.0
"What was the average household expenditure on Postal, courier, delivery and other communication services for Population centre 30,000 to 99,999 in 2021?",$136.0
"What was the average household expenditure on Domestic and other custodial services (excluding child care) for Population centre 30,000 to 99,999 in 2021?",$135.0
"What was the average household expenditure on Pet expenses for Population centre 30,000 to 99,999 in 2021?",$629.0
"What was the average household expenditure on Pet food and pet-related goods for Population centre 30,000 to 99,999 in 2021?",$327.0
"What was the average household expenditure on Purchase of pets for Population centre 30,000 to 99,999 in 2021?",$42.0
"What was the average household expenditure on Veterinarian and other services for Population centre 30,000 to 99,999 in 2021?",$261.0
"What was the average household expenditure on Household cleaning supplies and equipment for Population centre 30,000 to 99,999 in 2021?",$343.0
"What was the average household expenditure on Detergent and other soaps for Population centre 30,000 to 99,999 in 2021?",$112.0
"What was the average household expenditure on Cleaning equipment (non-electric) for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Other household cleaning supplies for Population centre 30,000 to 99,999 in 2021?",$200.0
