question,answer
Tell me about Performance Works.,"Performance Works is located at 1218 Cartwright St, Vancouver, BC, V6H 3R8. It is in the Fairview area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Government. It has 350 seats. It is currently active. You can find more information at: www.performanceworks.ca."
Tell me about Playwrights Theatre Centre.,"Playwrights Theatre Centre is located at 739 Gore Av, Vancouver, BC, V6A 2Z9. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.playwrightstheatre.com?."
Tell me about PNE Amphitheatre.,"PNE Amphitheatre is located at 2901 E Hastings St, Vancouver, BC, V5K 5J1. It is in the Hastings-Sunrise area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It has 4500 seats. It is currently active. You can find more information at: http://www.49st.com/venue/pne-amphitheatre#info."
Tell me about PNE Garden Auditorium.,"PNE Garden Auditorium is located at 2901 E Hastings St, Vancouver, BC, V5K 5J1. It is in the Hastings-Sunrise area. It is a Educational primarily used for Educational Institution. The space is owned by City of Vancouver. It has 600 seats. It is currently active. You can find more information at: www.circuswest.com."
Tell me about Polish Community Centre.,"Polish Community Centre is located at 4015 Fraser St, Vancouver, BC, V5V 4E6. It is in the Riley Park area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: http://polishcommunitycentre.com/."
Tell me about Portside Studios.,"Portside Studios is located at 150 McLean Dr, Vancouver, BC, V5L 3L1. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Praxis Centre for Screenwriting.,"Praxis Centre for Screenwriting is located at 149 W Hastings St, Vancouver, BC, V6B 1H4. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Other. It is currently active. You can find more information at: http://www.praxisfilm.com/en/default.aspx."
Tell me about Progress Lab 1422.,"Progress Lab 1422 is located at 1422 William, Vancouver, BC, V5L 2P7. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It has 100 seats. It is currently active. You can find more information at: www.pl1422.blogspot.com?."
Tell me about Prop House Cafe.,"Prop House Cafe is located at 1636 Venables St, Vancouver, BC, V5L 2H2. It is in the Grandview-Woodland area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It has 40 seats. It is currently active. You can find more information at: http://prophousecafe.com/."
Tell me about Rath Art Supplies.,"Rath Art Supplies is located at 2412 Main St, Vancouver, BC, V5T 3E2. It is in the Mount Pleasant area. It is a Other primarily used for Retail. The space is owned by Privately Owned. It is currently active. You can find more information at: https://www.facebook.com/rathartsupplies/."
Tell me about Raw Canvas.,"Raw Canvas is located at 1046 Hamilton St, Vancouver, BC, V6B 2R9. It is in the Downtown area. It is a Cafe/Restaurant/Bar primarily used for Cafe/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.rawcanvas.com/."
Tell me about Remington Gallery and Studio.,"Remington Gallery and Studio is located at 108 E Hastings St, Vancouver, BC, V6A 4J1. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: https://www.facebook.com/Remington.Gallery.and.Studio."
Tell me about Renfrew Park Community Centre.,"Renfrew Park Community Centre is located at 2929 E 22nd Av, Vancouver, BC, V5M 2Y3. It is in the Renfrew-Collingwood area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://www.renfrewcc.com/."
Tell me about Rickshaw Theatre.,"Rickshaw Theatre is located at 254 E Hastings St, Vancouver, BC, V6A 1P1. It is in the Strathcona area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It is currently active. You can find more information at: www.liveatrickshaw.com."
Tell me about Roedde House.,"Roedde House is located at 1415 Barclay St, Vancouver, BC, V6G 1J6. It is in the West End area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It has 35 seats. It is currently active. You can find more information at: www.roeddehouse.org."
Tell me about Sarah McLachlan School of Music.,"Sarah McLachlan School of Music is located at 138 E 7th Av, Vancouver, BC, V5T 1M6. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: www.sarahschoolofmusic.com?."
Tell me about Second Beach Field House.,"Second Beach Field House is located at Stanley Park Dr, Vancouver, BC, V6G 3E2. It is in the Stanley Park area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/second-beach.aspx."
Tell me about St Andrews-Wesley United Church.,"St Andrews-Wesley United Church is located at 1012 Nelson St, Vancouver, BC, V6E 1H8. It is in the West End area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It has 1200 seats. It is currently active. You can find more information at: www.standrewswesleychurch.bc.ca?."
Tell me about St. James Anglican Church.,"St. James Anglican Church is located at 303 E Cordova St, Vancouver, BC, V6A 1L4. It is in the Strathcona area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It is currently active. You can find more information at: www.stjames.bc.ca."
Tell me about The Art Studios.,"The Art Studios is located at 2005 E 44th Av, Vancouver, BC, V5P 1N1. It is in the Victoria-Fraserview area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://vrtas.ca/about/the-art-studios/."
Tell me about The Cobalt.,"The Cobalt is located at 917 Main St, Vancouver, BC,  V6A 2V8. It is in the Downtown area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.thecobalt.ca/."
Tell me about The Edge.,"The Edge is located at 289 Alexander St, Vancouver, BC, V6A 4H6. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio with Residence. The space is owned by Privately Owned. It is currently active."
Tell me about The Hindenburg.,"The Hindenburg is located at 23 W Cordova St, Vancouver, BC, V6B 1C8. It is in the Downtown area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It has 300 seats. It is currently active. You can find more information at: http://hindenburg.ca/."
Tell me about The Post at 750.,"The Post at 750 is located at 750 Hamilton St, Vancouver, BC, V6B 2R5. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://thepostat750.ca/."
Tell me about Thunderbird Community Centre.,"Thunderbird Community Centre is located at 2311 Cassiar St, Vancouver, BC, V5M 3X3. It is in the Hastings-Sunrise area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/thunderbird-community-centre.aspx."
Tell me about Tracey Lawrence Gallery.,"Tracey Lawrence Gallery is located at 1531 W 4th Av, Vancouver, BC, V6J 1L6. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active."
Tell me about Trees Organic Coffee House.,"Trees Organic Coffee House is located at 450 Granville St, Vancouver, BC, V6C 1V4. It is in the Downtown area. It is a Cafe/Restaurant/Bar primarily used for Cafe/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.treescoffee.com/."
Tell me about UBC Museum of Anthropology.,"UBC Museum of Anthropology is located at 6393 NW Marine Dr, Vancouver, BC, V6T 1Z2. It is in the UBC area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://moa.ubc.ca/."
Tell me about Uno Langmann Limited Fine Arts.,"Uno Langmann Limited Fine Arts is located at 2117 Granville St, Vancouver, BC, V6H 3E9. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.langmann.com."
Tell me about Uzume Taiko Drum Group Society.,"Uzume Taiko Drum Group Society is located at 1254 Frances St, Vancouver, BC, V6A 1Z5. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.uzume.com?."
Tell me about Vancouver Aboriginal Friendship Centre.,"Vancouver Aboriginal Friendship Centre is located at 1607 E Hastings St, Vancouver, BC, V5L 1S9. It is in the Grandview-Woodland area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Other. It is currently active. You can find more information at: http://www.vafcs.org/."
Tell me about Vancouver Aquarium.,"Vancouver Aquarium is located at 845 Avison Way, Vancouver, BC, V6G 3E2. It is in the Stanley Park area. It is a Museum/Gallery primarily used for Garden/Aquarium/Science Centre. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.vanaqua.org?."
Tell me about Vancouver Art Gallery.,"Vancouver Art Gallery is located at 750 Hornby St, Vancouver, BC, V6Z 2H7. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active. You can find more information at: www.vanartgallery.bc.ca."
